run_label,bins,bin_width_ticks,bin_width_us,dt_min,dt_max,V10_min,V11_min,n_candidate,n_fit_bins,ndf,tau_us,tau_us_err,chi2,reduced_chi2
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,60,500,40,40,1583,43,40,2.0338429994388814,0.088973660623092,40.302917953407935,1.0075729488351983
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,60,500,40,40,1562,43,40,1.9789953565173257,0.08256048105487579,43.64166317364751,1.0910415793411876
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,60,500,40,40,893,42,39,2.0354103629413767,0.11796021151898138,32.600496531156914,0.8359101674655619
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,60,500,40,40,196,31,28,1.770016764684979,0.32759404681322524,25.181999064745636,0.8993571094552013
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,60,500,40,40,50,18,15,0.9260768178139943,0.6272020484809061,9.028715903101919,0.6019143935401279
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,60,500,40,40,207,27,24,1.629927516354258,0.2588546690360816,29.953669714372328,1.2480695714321803
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,40,40,1421,42,39,1.9808144220332704,0.09395005135119505,38.889470528072835,0.9971659109762265
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,40,40,1350,42,39,2.070108580650313,0.09696119865630637,36.71065596464354,0.941298870888296
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,40,40,795,41,38,2.027377391209959,0.12825297492891283,32.574728725775564,0.8572297033098832
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,40,40,180,30,27,1.582608069677195,0.30746852617621334,23.610978896899923,0.8744806998851823
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,40,40,41,17,14,2.2959171640856737,2.9810154594761356,6.739637417447287,0.4814026726748062
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,40,40,182,26,23,1.6557637087790504,0.2928326794462662,29.876593377592478,1.2989823207648903
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,40,40,1251,41,38,2.0268446484622964,0.10743889319650375,37.914025912904,0.9977375240237896
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,40,40,1207,41,38,2.0435910019545434,0.1038542684257396,36.33184491068377,0.9561011818600992
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,40,40,694,40,37,2.0992072921392184,0.14799923153413452,30.496114629029236,0.8242193142980875
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,40,40,160,29,26,1.6058697959292627,0.35289623537764236,23.583383063495972,0.9070531947498451
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,40,40,38,16,13,1.832041318140377,2.3524319759625003,6.657996370550696,0.5121535669654381
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,40,40,166,25,22,1.5083843108473145,0.27607017949464685,28.12116957978372,1.2782349808992601
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,40,40,1107,40,37,2.0637766635504664,0.12206259923680968,37.43723443048496,1.0118171467698638
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,40,40,1090,40,37,1.9457361586804944,0.10552565586215763,32.55682558999646,0.8799142051350394
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,40,40,628,39,36,2.016334916254579,0.1516880468871471,28.739851732511916,0.7983292147919977
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,40,40,145,28,25,1.5255385735014173,0.36643404048891637,23.3440462314264,0.933761849257056
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,40,40,31,15,12,4.298215679621904,13.4910228744961,4.308884464753253,0.3590737053961044
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,40,40,154,24,21,1.1008491338058304,0.1887308324857455,17.954067469028168,0.854955593763246
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,100,500,40,40,973,39,36,2.1520205344570855,0.14423696597635932,35.15722317223233,0.9765895325620091
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,100,500,40,40,958,39,36,1.9791453968775206,0.1197499873602773,32.12032643040192,0.8922312897333866
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,100,500,40,40,562,38,35,1.9809242804113527,0.16197549017727955,28.444749023004455,0.8127071149429844
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,100,500,40,40,129,27,24,1.5770064735432365,0.43406683824603,23.242326867445104,0.968430286143546
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,100,500,40,40,29,14,11,2.778098570791851,6.210005338127656,4.129592452681729,0.375417495698339
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,100,500,40,40,134,23,20,0.9599794235512399,0.18473957814780148,16.49386298488616,0.824693149244308
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,60,500,40,40,1583,85,82,1.8744465083951205,0.08007882779045335,93.38364914380772,1.1388249895586307
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,100,5.0,0.125,60,500,40,40,1562,81,78,1.8434773660107453,0.0801536562519967,68.81003685578554,0.8821799596895582
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,100,5.0,0.125,60,500,40,40,893,73,70,1.8530094758610547,0.11845168585647572,65.11413966454005,0.930201995207715
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,100,5.0,0.125,60,500,40,40,196,53,50,1.8755907284219213,0.49934834039249526,35.15522316933527,0.7031044633867054
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,100,5.0,0.125,60,500,40,40,50,27,24,0.1615736161951989,0.12868345729368225,6.83052180617919,0.28460507525746626
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,100,5.0,0.125,60,500,40,40,207,46,43,1.5772313085465781,0.3852921806147039,45.09476455576323,1.0487154547851913
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,80,500,40,40,1251,81,78,1.8189035170257026,0.09339204641322764,87.55004147709991,1.1224364291935887
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,100,5.0,0.125,80,500,40,40,1207,77,74,1.8827903382316884,0.09963805666687464,62.427433669702104,0.8436139685094879
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,100,5.0,0.125,80,500,40,40,694,69,66,1.913044293782411,0.15185599880826017,62.03273791451671,0.9398899684017683
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,100,5.0,0.125,80,500,40,40,160,49,46,1.390069903232388,0.3969949099600001,25.424708722767313,0.5527110591905938
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,100,5.0,0.125,80,500,40,40,38,23,20,0.5289963542004491,0.7582355492267078,4.655254076676868,0.2327627038338434
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,100,5.0,0.125,80,500,40,40,166,42,39,1.7431266639468697,0.5802499970553024,42.85928967710299,1.0989561455667434
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,100,500,40,40,973,77,74,1.8718176350551774,0.11990601223285141,85.65376668272731,1.1574833335503691
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,100,5.0,0.125,100,500,40,40,958,73,70,1.7861863402938156,0.11281610019998012,56.697935283838554,0.8099705040548365
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,100,5.0,0.125,100,500,40,40,562,65,62,1.7730707050776588,0.16645668792770207,58.4514230212943,0.9427648874402307
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,100,5.0,0.125,100,500,40,40,129,45,42,1.3859721242166492,0.5304157024251424,25.015754665998003,0.5956132063332857
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,100,5.0,0.125,100,500,40,40,29,20,17,4.817221429380989,56.3868032940421,2.9818311409496308,0.1754018318205665
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,100,5.0,0.125,100,500,40,40,134,38,35,0.7100588126484448,0.20971754774698836,30.468232518111858,0.8705209290889102
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,50,500,50,50,1523,18,15,1.9559369261416202,0.08228441351265552,27.087945414819714,1.8058630276546477
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,50,500,50,50,1471,18,15,1.911542517797444,0.08093283272336575,5.222003856696367,0.3481335904464245
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,50,500,50,50,834,18,15,2.0570740251907647,0.11697601949098542,9.318056073873821,0.6212037382582547
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,50,500,50,50,203,15,12,2.2485649436030126,0.3292525393052945,13.541887068135983,1.128490589011332
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,50,500,50,50,51,10,7,1.620655112048249,0.6103072194516793,3.030752609791836,0.4329646585416908
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,50,500,50,50,202,14,11,1.8883504981647103,0.22192962073474598,9.990722795102522,0.908247526827502
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,75,500,50,50,1134,17,14,1.90167304501802,0.1001031922411782,26.427866897162122,1.887704778368723
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,75,500,50,50,1065,17,14,1.9536577734228606,0.1057869562430285,4.775440418873204,0.34110288706237174
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,75,500,50,50,618,17,14,2.0519647342206873,0.14460103409029199,9.313946569214886,0.6652818978010633
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,75,500,50,50,160,14,11,2.080735157562733,0.36354212964751165,13.08433032273216,1.1894845747938327
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,75,500,50,50,36,9,6,1.8302987956979386,1.041514988506933,2.9062276318238993,0.4843712719706499
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,75,500,50,50,149,13,10,1.8434093497762654,0.2626079661686305,9.864074292224116,0.9864074292224115
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,20,25.0,0.625,100,500,50,50,820,16,13,2.0116008237469547,0.14062492698555784,24.772581195923458,1.9055831689171892
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,20,25.0,0.625,100,500,50,50,789,16,13,1.9141875979410348,0.1307306472944382,4.556291178404464,0.3504839368003434
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,20,25.0,0.625,100,500,50,50,464,16,13,1.9760680169794207,0.17064764760680753,8.730156664081424,0.671550512621648
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,20,25.0,0.625,100,500,50,50,122,13,10,2.1418275999898575,0.4903570021563785,13.044640953613252,1.3044640953613251
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,20,25.0,0.625,100,500,50,50,26,8,5,2.0956884275199674,1.7655113495429817,2.7828299931795466,0.5565659986359093
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,20,25.0,0.625,100,500,50,50,117,12,9,1.4005360924996748,0.22254968196057678,2.751927124962709,0.30576968055141207
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,60,500,50,50,1338,22,19,1.9633136365465695,0.09076715609312208,23.28229541588187,1.2253839692569404
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,60,500,50,50,1311,22,19,1.9284453109834505,0.0856606994488231,23.07188549818828,1.214309763062541
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,60,500,50,50,741,22,19,2.0144741736159477,0.12372313473766182,15.411378396990854,0.8111251787889923
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,60,500,50,50,182,18,15,2.2661561835670603,0.3912222017742539,14.480616420592412,0.9653744280394941
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,60,500,50,50,47,11,8,1.404424472058486,0.5870656149258332,3.4397391920649274,0.4299673990081159
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,60,500,50,50,181,16,13,1.6841737320082144,0.21489643498839983,15.691016031740173,1.2070012332107825
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,80,500,50,50,1052,21,18,1.9523681471292456,0.10904047247640125,23.253649144578986,1.2918693969210548
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,80,500,50,50,1003,21,18,2.0102432394638137,0.11058508898232318,21.241330570008557,1.1800739205560309
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,80,500,50,50,575,21,18,2.0371526050965216,0.15002052256781606,15.082584129463303,0.8379213405257391
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,80,500,50,50,150,17,14,2.2021985817050287,0.4474454221504865,14.411554903241475,1.0293967788029625
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,80,500,50,50,35,10,7,1.6000546622749974,0.9779001026720936,3.3220444640827873,0.47457778058325534
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,80,500,50,50,144,15,12,1.5421374307549756,0.22422046313095578,14.060348145346989,1.1716956787789157
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,25,20.0,0.5,100,500,50,50,820,20,17,2.004064392894667,0.13881370835039072,22.83684531948762,1.343343842322801
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,25,20.0,0.5,100,500,50,50,789,20,17,2.0022474025286843,0.13349904018844985,21.2312252462628,1.2488956027213411
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,25,20.0,0.5,100,500,50,50,464,20,17,1.9460024110426568,0.16442085240175355,12.941332564535067,0.7612548567373568
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,25,20.0,0.5,100,500,50,50,122,16,13,2.256545997477489,0.5616879973828762,14.372892020858572,1.1056070785275824
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,25,20.0,0.5,100,500,50,50,26,9,6,2.055121553832444,1.9496284504231385,2.897934999797199,0.4829891666328665
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,25,20.0,0.5,100,500,50,50,117,14,11,1.159317326172941,0.18596002740828418,6.339984089587885,0.576362189962535
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,50,500,50,50,1523,44,41,1.9395474939744333,0.08088562656449905,42.978382513158856,1.0482532320282647
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,50,500,50,50,1471,43,40,1.9223567580172678,0.08092772330882451,42.91957041064531,1.0729892602661328
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,50,500,50,50,834,42,39,2.004220123469891,0.12021250772093062,36.06064450948321,0.9246319104995695
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,50,500,50,50,203,32,29,1.8602760270966674,0.34768673404273415,26.233438163314894,0.9046013159763756
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,50,500,50,50,51,18,15,1.3747450331200761,0.9770411387239855,8.83840921155817,0.5892272807705446
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,50,500,50,50,202,27,24,1.7593919950441,0.2833128337238591,27.896615722956252,1.1623589884565104
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,60,500,50,50,1338,43,40,1.9720763792414147,0.09094564257124622,42.18445707258228,1.054611426814557
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,60,500,50,50,1311,42,39,1.8788485899998513,0.08594940611034278,41.62006343581817,1.0671811137389273
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,60,500,50,50,741,41,38,2.000382660882168,0.13119452697790743,36.054773262588576,0.9488098226996994
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,60,500,50,50,182,31,28,1.9019471172233644,0.3972670172662698,26.140299157010297,0.9335821127503677
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,60,500,50,50,47,17,14,0.3891897893878284,0.256238089939813,7.729278587425561,0.5520913276732544
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,60,500,50,50,181,26,23,1.7129604973270696,0.3005091276095339,27.725727319777945,1.2054664052077368
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,70,500,50,50,1203,42,39,1.8984817095345823,0.09438246649508336,39.51203645280086,1.0131291398154065
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,70,500,50,50,1130,41,38,1.9604399433913529,0.10082344479332608,36.786568430482816,0.9680675902758636
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,70,500,50,50,662,40,37,1.9717221214752412,0.14075010836581744,35.7920585102496,0.9673529327094488
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,70,500,50,50,169,30,27,1.644308411504557,0.3515763233216718,24.00945284722623,0.8892389943417122
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,70,500,50,50,38,16,13,2.0592515409542003,2.825119906146305,5.993892795851909,0.461068676603993
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,70,500,50,50,158,25,22,1.7838216561717866,0.35358928624035646,27.26988967621569,1.239540439827986
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,80,500,50,50,1052,41,38,1.951357880129779,0.10859885581232659,38.149644188098605,1.0039380049499633
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,80,500,50,50,1003,40,37,1.9487351487650004,0.10969833662441807,36.719241846539546,0.9924119417983661
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,80,500,50,50,575,39,36,2.0546413239129353,0.16438523594965176,33.40727888328899,0.9279799689802497
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,80,500,50,50,150,29,26,1.7176007688297155,0.4204806507099297,23.779458224843083,0.9145945471093493
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,80,500,50,50,35,15,12,1.6103873552941594,2.2587914427354736,5.958279451080269,0.49652328759002246
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,80,500,50,50,144,24,21,1.665255848268662,0.344654440021569,26.418460743605365,1.2580219401716841
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,90,500,50,50,938,40,37,1.9254612040459436,0.11754219383334377,37.92764687749691,1.0250715372296462
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,90,500,50,50,899,39,36,1.8812008457770149,0.11445998645708313,35.061209459320786,0.973922484981133
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,90,500,50,50,519,38,35,1.9848826832430178,0.17028113947262463,32.326836355413775,0.923623895868965
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,90,500,50,50,137,28,25,1.6275021687114783,0.4314044938436168,23.541376379373435,0.9416550551749374
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,90,500,50,50,28,14,11,9.365252214452438,81.16367628048188,3.2707893669229384,0.2973444879020853
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,90,500,50,50,135,23,20,1.119496317784545,0.20293104138115595,14.349774628108358,0.7174887314054179
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,50,10.0,0.25,100,500,50,50,820,39,36,2.0022724001760097,0.13837009299634118,36.12853052825954,1.0035702924516539
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,50,10.0,0.25,100,500,50,50,789,38,35,1.9107348112420806,0.12984268445564434,34.76082764601186,0.9931665041717674
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,50,10.0,0.25,100,500,50,50,464,37,34,1.9562759603831699,0.18279520340313882,32.1582635946727,0.9458312821962558
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,50,10.0,0.25,100,500,50,50,122,27,24,1.7226008753038693,0.5278728374920857,23.237069566187635,0.9682112319244848
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,50,10.0,0.25,100,500,50,50,26,13,10,6.00725807724208,35.56432556554778,3.235355708174626,0.3235355708174626
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,50,10.0,0.25,100,500,50,50,117,22,19,0.9659752176389125,0.19699340011400743,13.099131710754014,0.689427984776527
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,60,500,50,50,1338,83,80,1.801905588409881,0.08373757055446818,86.85883639739887,1.085735454967486
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,100,5.0,0.125,60,500,50,50,1311,79,76,1.7541643436537908,0.08423881094597248,59.85646707271005,0.7875850930619744
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,100,5.0,0.125,60,500,50,50,741,70,67,1.8283370178129479,0.13504444484527273,65.7285707028832,0.981023443326615
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,100,5.0,0.125,60,500,50,50,182,51,48,1.9105676425138443,0.5733309579862483,32.59144805974857,0.678988501244762
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,100,5.0,0.125,60,500,50,50,47,26,23,0.1718707213538011,0.13168880361108037,6.4356702581892025,0.27981175035605227
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,100,5.0,0.125,60,500,50,50,181,43,40,1.4528456916123358,0.4114082456709749,47.927029124575405,1.1981757281143852
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,80,500,50,50,1052,79,76,1.7415433265822653,0.09763644247049924,80.03877754463528,1.0531418097978327
DiRPi29 Run4326 DiRPi33 Run44 DiRPi34 Run34,100,5.0,0.125,80,500,50,50,1003,75,72,1.8009567975408942,0.1065487775554751,55.1965669494701,0.766618985409307
DiRPi29 Run4327 DiRPi33 Run45 DiRPi34 Run35,100,5.0,0.125,80,500,50,50,575,66,63,1.8561345793613873,0.16931527483134698,59.068279121946254,0.937591732094385
DiRPi35 Run36 DiRPi29 Run4351 DiRPi33 Run64,100,5.0,0.125,80,500,50,50,150,47,44,1.4990762525962444,0.5024939644339512,26.317855303841295,0.5981330750873022
DiRPi35 Run37 DiRPi29 Run4352 DiRPi33 Run65,100,5.0,0.125,80,500,50,50,35,22,19,0.37148581549259957,0.5888998292692853,4.451284448606629,0.23427812887403313
DiRPi35 Run39 DiRPi29 Run4353 DiRPi33 Run66,100,5.0,0.125,80,500,50,50,144,39,36,1.7816920375849532,0.7201803495407613,44.89839158899685,1.2471775441388013
DiRPi29 Run4325 DiRPi33 Run43 DiRPi34 Run33,100,5.0,0.125,100,500,50,50,820,75,72,1.7453836557888651,0.1215985138074244,77.3421834871686,1.0741969928773416
